المؤشر - بناءً على الاسهم القابلة للتداول,التاريخ,إفتتاح,الأعلى,الأدنى,إقفال,الكمية المتداولة,اجمالي القيمة المتداولة (ر.س),عدد الصفقات
مؤشر السوق الرئيسية (تاسي),03-07-2009,4348.26,4355.89,4272.81,4316.91,179635593,3090186826.75,122587
مؤشر السوق الرئيسية (تاسي),03-08-2009,4316.91,4317.28,4186.88,4210.68,170504204,2944033971.05,127240
مؤشر السوق الرئيسية (تاسي),03-09-2009,4210.68,4217.71,4068.08,4130.01,207377344,3193523450.15,134977
مؤشر السوق الرئيسية (تاسي),03-10-2009,4130.01,4149.24,4078.83,4143.23,207870832,3377883205.05,126450
مؤشر السوق الرئيسية (تاسي),03-11-2009,4143.23,4219.37,4116.58,4130.15,224364380,3719897293.65,137729
مؤشر السوق الرئيسية (تاسي),03-14-2009,4130.15,4273.95,4127.6,4269.91,262579681,4214834861.8,136667
مؤشر السوق الرئيسية (تاسي),03-15-2009,4269.91,4291.65,4249.3,4281.26,189019454,3373842740.25,115908
مؤشر السوق الرئيسية (تاسي),03-16-2009,4281.26,4371.44,4273.19,4364.89,207908856,3861709868.14,123742
مؤشر السوق الرئيسية (تاسي),03-17-2009,4364.89,4364.89,4303.63,4339.55,168843075,3353669527.45,122237
مؤشر السوق الرئيسية (تاسي),03-18-2009,4339.55,4422.08,4339.33,4400.21,202240644,3626852599.95,117405
مؤشر السوق الرئيسية (تاسي),03-21-2009,4400.21,4471.66,4400.21,4470.7,144758171,3828541102.74,257656
مؤشر السوق الرئيسية (تاسي),03-22-2009,4470.7,4503.84,4424.73,4473.61,200007348,5095587520.49,176379
مؤشر السوق الرئيسية (تاسي),03-23-2009,4473.61,4530.83,4468.7,4528.57,225753470,4511846320.83,147288
مؤشر السوق الرئيسية (تاسي),03-24-2009,4528.57,4646.98,4528.57,4584.21,297847551,5337768590.29,167595
مؤشر السوق الرئيسية (تاسي),03-25-2009,4584.21,4644.08,4534.81,4642.99,181996271,3753685158.24,129996
مؤشر السوق الرئيسية (تاسي),03-28-2009,4642.99,4757.71,4638.91,4752.37,257635886,4590831051.45,133586
مؤشر السوق الرئيسية (تاسي),03-29-2009,4752.37,4785.53,4707.53,4728.55,282304499,4772261355.2,145847
مؤشر السوق الرئيسية (تاسي),03-30-2009,4728.55,4728.55,4614.34,4632.51,224527837,3961714023.24,136924
مؤشر السوق الرئيسية (تاسي),03-31-2009,4632.51,4703.75,4600.62,4703.75,183844832,3356858107.99,115742
مؤشر السوق الرئيسية (تاسي),04-01-2009,4703.75,4733.8,4693.88,4717.38,168403463,3304843516.99,119435
مؤشر السوق الرئيسية (تاسي),04-04-2009,4717.38,4967.58,4717.38,4966.38,357057388,6149126136,163826
مؤشر السوق الرئيسية (تاسي),04-05-2009,4966.38,5052.11,4933.36,5000.95,349437522,6314103933.19,186851
مؤشر السوق الرئيسية (تاسي),04-06-2009,5000.95,5095.42,4993.05,5082.54,301266457,5593315773.03,166850
مؤشر السوق الرئيسية (تاسي),04-07-2009,5082.54,5085.59,5026.4,5052.55,257086569,4965881219.74,159469
مؤشر السوق الرئيسية (تاسي),04-08-2009,5052.55,5052.55,4946.99,5039.03,225756424,4340040959.5,153682
مؤشر السوق الرئيسية (تاسي),04-11-2009,5039.03,5250.98,5039.03,5200.17,323992622,6314338522.62,176901
مؤشر السوق الرئيسية (تاسي),04-12-2009,5200.17,5229.15,5168.06,5202.57,292874724,5414276320.5,167655
مؤشر السوق الرئيسية (تاسي),04-13-2009,5202.57,5343.65,5179.12,5308.42,332860684,5740198550.8,166853
مؤشر السوق الرئيسية (تاسي),04-14-2009,5308.42,5444.09,5308.42,5444.09,339040928,6942017448.65,183647
مؤشر السوق الرئيسية (تاسي),04-15-2009,5444.09,5444.21,5313.69,5377.24,347783229,7035454796,186750
مؤشر السوق الرئيسية (تاسي),04-18-2009,5377.24,5479.9,5377.24,5466.49,328703231,7005869802.79,184895
مؤشر السوق الرئيسية (تاسي),04-19-2009,5466.49,5495.45,5215.19,5250.22,391139919,8420601986.95,239049
مؤشر السوق الرئيسية (تاسي),04-20-2009,5250.22,5250.22,5096.68,5218.69,258884480,5291674123.35,171419
مؤشر السوق الرئيسية (تاسي),04-21-2009,5218.69,5218.69,4893.51,5055.93,346972943,6433336661.05,192854
مؤشر السوق الرئيسية (تاسي),04-22-2009,5055.93,5218.67,5053.09,5216.84,355777263,6982297486.75,199087
مؤشر السوق الرئيسية (تاسي),04-25-2009,5216.84,5391.67,5216.84,5380.22,338053706,6788585758.64,187847
مؤشر السوق الرئيسية (تاسي),04-26-2009,5380.22,5483.75,5328.11,5440.3,416883701,8435095341.05,222311
مؤشر السوق الرئيسية (تاسي),04-27-2009,5440.3,5509.12,5386.94,5420.79,306942766,6177655872.39,172298
مؤشر السوق الرئيسية (تاسي),04-28-2009,5420.79,5471.9,5402.3,5471.9,243854465,5244262197.74,157217
مؤشر السوق الرئيسية (تاسي),04-29-2009,5471.9,5625.71,5470.28,5625.51,427913912,8777792341.55,227744
مؤشر السوق الرئيسية (تاسي),05-02-2009,5625.51,5735.09,5622.53,5644.11,423143461,8856511828.4,240910
مؤشر السوق الرئيسية (تاسي),05-03-2009,5644.11,5655.32,5563.26,5626.76,295270321,6463539997.05,193382
مؤشر السوق الرئيسية (تاسي),05-04-2009,5626.76,5740.9,5626.76,5738.29,471103623,9253666787.94,243538
مؤشر السوق الرئيسية (تاسي),05-05-2009,5738.29,5815.41,5714.77,5800.29,478100446,9936239450.24,257987
مؤشر السوق الرئيسية (تاسي),05-06-2009,5800.29,5893.51,5758.48,5802.14,412972756,9451674381,225315
مؤشر السوق الرئيسية (تاسي),05-09-2009,5802.14,6019.93,5802.14,6019.69,576507812,10490757327.64,231045
مؤشر السوق الرئيسية (تاسي),05-10-2009,6019.69,6078.56,5935.45,6025.71,501560106,11109203741.42,250745
مؤشر السوق الرئيسية (تاسي),05-11-2009,6025.71,6027.09,5938.45,5947.94,540364916,9998759867.45,226808
مؤشر السوق الرئيسية (تاسي),05-12-2009,5947.94,6051.69,5904,6017.66,404336401,8807208951.74,205553
مؤشر السوق الرئيسية (تاسي),05-13-2009,6017.66,6077.75,6008.32,6044.78,382152031,8370624537.15,212186
مؤشر السوق الرئيسية (تاسي),05-16-2009,6044.78,6044.78,5808.09,5871.57,400630584,8676968173.85,215677
مؤشر السوق الرئيسية (تاسي),05-17-2009,5871.57,5941.54,5843.05,5941.54,307623700,7191101344.6,171363
مؤشر السوق الرئيسية (تاسي),05-18-2009,5941.54,5989.15,5933.58,5980.36,347508782,8358594470.4,204826
مؤشر السوق الرئيسية (تاسي),05-19-2009,5980.36,6115.09,5980.36,6063.12,464075067,10823277262.7,251605
مؤشر السوق الرئيسية (تاسي),05-20-2009,6063.12,6082.38,6019.4,6052.63,362525599,8205431367.48,208744
مؤشر السوق الرئيسية (تاسي),05-23-2009,6052.63,6101.48,5973.77,6100.85,368839613,8311841353.4,209198
مؤشر السوق الرئيسية (تاسي),05-24-2009,6100.85,6139.9,6048.99,6052.3,437470709,10186949725.1,250526
مؤشر السوق الرئيسية (تاسي),05-25-2009,6052.3,6060.32,5862.98,5914.23,372371277,8266256695.55,229172
مؤشر السوق الرئيسية (تاسي),05-26-2009,5914.23,5924.35,5729.4,5770.95,370986550,7930438539.25,216265
مؤشر السوق الرئيسية (تاسي),05-27-2009,5770.95,5899.98,5759.43,5789.43,297965626,6605710975.1,179577
مؤشر السوق الرئيسية (تاسي),05-30-2009,5789.43,5940.56,5789.43,5933.54,374608981,8511949326.5,197467
مؤشر السوق الرئيسية (تاسي),05-31-2009,5933.54,5964.67,5869.04,5893.34,392359172,8599129574.75,202865
مؤشر السوق الرئيسية (تاسي),06-01-2009,5893.34,6003.43,5874.59,6003.25,379512600,8962675368.35,197456
مؤشر السوق الرئيسية (تاسي),06-02-2009,6003.25,6114.91,6003.25,6031.46,423711046,9876514940.8,217431
مؤشر السوق الرئيسية (تاسي),06-03-2009,6031.46,6074.92,6011.67,6048.87,338642414,7549449152.05,187749
مؤشر السوق الرئيسية (تاسي),06-06-2009,6048.87,6107.3,5970.96,5984.56,334828722,7525808424.35,188345
مؤشر السوق الرئيسية (تاسي),06-07-2009,5984.56,6009.43,5871.16,6009.31,290869495,6716090853.15,178917
مؤشر السوق الرئيسية (تاسي),06-08-2009,6009.31,6009.56,5868.04,5877.99,342308138,7111429501.45,186368
مؤشر السوق الرئيسية (تاسي),06-09-2009,5877.99,5892.71,5814.21,5881.74,301685525,6240166322.2,167712
مؤشر السوق الرئيسية (تاسي),06-10-2009,5881.74,5971.91,5881.74,5941.2,331135647,7677280863.45,174972
مؤشر السوق الرئيسية (تاسي),06-13-2009,5941.2,6097.13,5940.83,6094.91,321844230,7194667697.05,167750
مؤشر السوق الرئيسية (تاسي),06-14-2009,6094.91,6137.95,6079.43,6099.45,395162741,8689946121.2,204762
مؤشر السوق الرئيسية (تاسي),06-15-2009,6099.45,6099.45,6022.64,6049.77,311447889,6377382311.35,169989
مؤشر السوق الرئيسية (تاسي),06-16-2009,6049.77,6065.91,5966.9,6062.35,327312361,7078340978.25,172462
مؤشر السوق الرئيسية (تاسي),06-17-2009,6062.35,6064.65,5975.14,5990.3,308377940,7346192446.1,188254
مؤشر السوق الرئيسية (تاسي),06-20-2009,5990.3,6000.84,5899.27,5956.76,272394739,6722030801.35,233095
مؤشر السوق الرئيسية (تاسي),06-21-2009,5956.76,5967.86,5657.19,5741.83,326923179,7799869240.15,230004
مؤشر السوق الرئيسية (تاسي),06-22-2009,5741.83,5766.87,5611.88,5708.67,266451194,5906175366.75,190846
مؤشر السوق الرئيسية (تاسي),06-23-2009,5708.67,5708.67,5514.69,5578.95,244176118,5164040313.95,157225
مؤشر السوق الرئيسية (تاسي),06-24-2009,5578.95,5657.15,5578.63,5609.02,238008055,5331600141.2,159561
مؤشر السوق الرئيسية (تاسي),06-27-2009,5609.02,5661.15,5592.54,5601.19,200662881,4504727786.4,142532
مؤشر السوق الرئيسية (تاسي),06-28-2009,5601.19,5603.01,5417.54,5490.02,239648803,5119583267.05,161542
مؤشر السوق الرئيسية (تاسي),06-29-2009,5490.02,5553.08,5476.64,5553.08,222811602,5065539789.05,148414
مؤشر السوق الرئيسية (تاسي),06-30-2009,5553.08,5641.51,5553.08,5596.46,234014301,5326281243.5,154872
مؤشر السوق الرئيسية (تاسي),07-01-2009,5596.46,5605.86,5524.39,5599.38,213832628,4983232691.45,154923
مؤشر السوق الرئيسية (تاسي),07-04-2009,5599.38,5599.38,5444.53,5467.81,216112332,4684862372.1,141004
مؤشر السوق الرئيسية (تاسي),07-05-2009,5467.81,5513.05,5463.52,5496.72,163511755,3871461354.3,122402
مؤشر السوق الرئيسية (تاسي),07-06-2009,5496.72,5496.72,5394.06,5407.31,172478579,3872032245.5,127409
مؤشر السوق الرئيسية (تاسي),07-07-2009,5407.31,5471.71,5407.31,5457.71,162911893,3708445009.15,111616
مؤشر السوق الرئيسية (تاسي),07-08-2009,5457.71,5458.08,5374.18,5413.23,160341122,3707007820.3,120612
مؤشر السوق الرئيسية (تاسي),07-11-2009,5413.23,5472.36,5393.52,5472.29,141515635,3301373129.35,98126
مؤشر السوق الرئيسية (تاسي),07-12-2009,5472.29,5499.52,5426.94,5456.14,164321977,3735526743.35,116119
مؤشر السوق الرئيسية (تاسي),07-13-2009,5456.14,5459.81,5390.82,5448.07,153456683,4276655461.8,220074
مؤشر السوق الرئيسية (تاسي),07-14-2009,5448.07,5588.83,5448.07,5576.62,205400665,4939400612.05,150151
مؤشر السوق الرئيسية (تاسي),07-15-2009,5576.62,5674.28,5576.61,5631.78,202029490,4640037308.5,132693
مؤشر السوق الرئيسية (تاسي),07-18-2009,5631.78,5777.49,5630.52,5774.72,266609164,5882749287.4,150260
مؤشر السوق الرئيسية (تاسي),07-19-2009,5774.72,5777.64,5641.49,5675.95,241930479,5972857382.65,158674
مؤشر السوق الرئيسية (تاسي),07-20-2009,5675.95,5717.82,5642.18,5717.65,241437342,5460756089.7,135337
مؤشر السوق الرئيسية (تاسي),07-21-2009,5717.65,5751.15,5681.53,5748.82,245721706,6087315875.75,146306
مؤشر السوق الرئيسية (تاسي),07-22-2009,5748.82,5756.58,5667.64,5670.52,198954087,5695214277.2,154383
مؤشر السوق الرئيسية (تاسي),07-25-2009,5670.52,5833.63,5670.52,5828.56,248243649,6243354248.6,151301
مؤشر السوق الرئيسية (تاسي),07-26-2009,5828.56,5848.88,5798.81,5817.13,200389417,4938803518.05,132386
مؤشر السوق الرئيسية (تاسي),07-27-2009,5817.13,5878.8,5816.01,5839.41,224620530,5551890649.7,242545
مؤشر السوق الرئيسية (تاسي),07-28-2009,5839.41,5862.71,5768.2,5778.91,156458946,4271681941.35,129589
مؤشر السوق الرئيسية (تاسي),07-29-2009,5778.91,5783.96,5720.76,5778.14,184147260,4565991354.65,234830
مؤشر السوق الرئيسية (تاسي),08-01-2009,5778.14,5857.66,5776.57,5786.31,166769737,3983471030.45,121955
مؤشر السوق الرئيسية (تاسي),08-02-2009,5786.31,5786.36,5706.46,5767.94,152545557,3717123190,109962
مؤشر السوق الرئيسية (تاسي),08-03-2009,5767.94,5820.41,5761.91,5818.37,148848476,4126651619.95,94722
مؤشر السوق الرئيسية (تاسي),08-04-2009,5818.37,5836.49,5768.65,5779.33,149913897,4064739141.25,238067
مؤشر السوق الرئيسية (تاسي),08-05-2009,5779.33,5791.12,5757.71,5769.99,106868314,2858309716.45,104476
مؤشر السوق الرئيسية (تاسي),08-08-2009,5769.99,5804.73,5767.86,5777.38,211724906,4179544504.45,305969
مؤشر السوق الرئيسية (تاسي),08-09-2009,5777.38,5784.44,5747.9,5775.73,123803978,3014474914.45,128507
مؤشر السوق الرئيسية (تاسي),08-10-2009,5775.73,5889.05,5772.94,5887.19,235711280,5481989830.65,147596
مؤشر السوق الرئيسية (تاسي),08-11-2009,5887.19,5918.87,5854.69,5869.73,197985359,4962210570.4,141895
مؤشر السوق الرئيسية (تاسي),08-12-2009,5869.73,5869.92,5810.41,5845.68,152621838,4161327404.35,125557
مؤشر السوق الرئيسية (تاسي),08-15-2009,5845.68,5848.23,5797.17,5838.27,148343522,3665553676.35,119643
مؤشر السوق الرئيسية (تاسي),08-16-2009,5838.27,5862.07,5824.09,5855.25,149666819,3754161806.9,111926
مؤشر السوق الرئيسية (تاسي),08-17-2009,5855.25,5855.25,5709.38,5711.49,210465195,5273528523.85,145458
مؤشر السوق الرئيسية (تاسي),08-18-2009,5711.49,5761.49,5706.58,5759.58,133535981,3586374142.85,109865
مؤشر السوق الرئيسية (تاسي),08-19-2009,5759.58,5759.58,5613.57,5623.06,148079315,3680799947.45,123579
مؤشر السوق الرئيسية (تاسي),08-22-2009,5623.06,5771.27,5623.06,5751.73,121060979,2844203653.4,79523
مؤشر السوق الرئيسية (تاسي),08-23-2009,5751.73,5751.75,5699.73,5717.51,95513385,2494029665.75,78499
مؤشر السوق الرئيسية (تاسي),08-24-2009,5717.51,5796.26,5717.51,5789.78,107971744,3198518232.4,82819
مؤشر السوق الرئيسية (تاسي),08-25-2009,5789.78,5791.03,5745.24,5785.3,96233598,2771241323.95,76982
مؤشر السوق الرئيسية (تاسي),08-26-2009,5785.3,5792.89,5742.61,5762.75,102683592,2468822980.15,79114
مؤشر السوق الرئيسية (تاسي),08-29-2009,5762.75,5778.52,5718.4,5739.2,89277757,1862421629.05,69728
مؤشر السوق الرئيسية (تاسي),08-30-2009,5739.2,5743.88,5669.9,5699,73744425,1614666610,63195
مؤشر السوق الرئيسية (تاسي),08-31-2009,5699,5699,5646.6,5660.89,86597500,1862491103.25,67731
مؤشر السوق الرئيسية (تاسي),09-01-2009,5660.89,5671.36,5579.68,5633.79,102197743,2033172145.15,68260
مؤشر السوق الرئيسية (تاسي),09-02-2009,5633.79,5633.79,5530.79,5617.31,127250516,2397129787.65,207222
مؤشر السوق الرئيسية (تاسي),09-05-2009,5617.31,5673.97,5617.31,5670.92,127814500,2434303729.1,96074
مؤشر السوق الرئيسية (تاسي),09-06-2009,5670.92,5682.5,5640.5,5667.94,111538332,2204238996,79909
مؤشر السوق الرئيسية (تاسي),09-07-2009,5667.94,5695.47,5662.01,5691.56,118990835,2209809147.2,71706
مؤشر السوق الرئيسية (تاسي),09-08-2009,5691.56,5754.86,5673.39,5754.86,153480180,3217892443.45,80351
مؤشر السوق الرئيسية (تاسي),09-09-2009,5754.86,5755.46,5698.64,5712.95,131519078,3300525587.3,93699
مؤشر السوق الرئيسية (تاسي),09-12-2009,5712.95,5792.6,5712.95,5786.05,138432698,3154568068.25,87178
مؤشر السوق الرئيسية (تاسي),09-13-2009,5786.05,5833.24,5783.18,5817.8,158816481,3671853797.35,94030
مؤشر السوق الرئيسية (تاسي),09-14-2009,5817.8,5824.43,5769.48,5821.08,143246723,2878794065.35,84828
مؤشر السوق الرئيسية (تاسي),09-15-2009,5821.08,5862.9,5819.16,5856.99,149459502,3370512421.2,86116
مؤشر السوق الرئيسية (تاسي),09-16-2009,5856.99,5959.02,5856.99,5947.77,183094572,4489163364.85,119208
مؤشر السوق الرئيسية (تاسي),09-26-2009,5947.77,6144.26,5947.77,6130.95,253519570,4956008821.1,103249
مؤشر السوق الرئيسية (تاسي),09-27-2009,6130.95,6217.88,6130.95,6178.14,221207467,4702615323.45,109798
